"","Fecha_I","Hora_I","Des-I","Emp-I","Fecha_O","Hora_O","Des-O","Emp-O","DIA","MES","DIANOM","OPERA","SIGLADES","temporada_alta","diff_min","periodo_dia","atraso_15"
"10883","2017-10-06","3:12:00","MPTO","CMP","2017-10-06","3:00:00","MPTO","CMP",6,10,"Viernes","Copa Air","Ciudad de Panama",0,12,"noche",0
"10884","2017-10-07","3:12:00","MPTO","CMP","2017-10-07","3:11:00","MPTO","CMP",7,10,"Sabado","Copa Air","Ciudad de Panama",0,1,"noche",0
"10885","2017-10-08","3:12:00","MPTO","CMP","2017-10-08","3:09:00","MPTO","CMP",8,10,"Domingo","Copa Air","Ciudad de Panama",0,3,"noche",0
"10886","2017-10-09","3:12:00","MPTO","CMP","2017-10-09","3:03:00","MPTO","CMP",9,10,"Lunes","Copa Air","Ciudad de Panama",0,9,"noche",0
"10887","2017-10-10","3:12:00","MPTO","CMP","2017-10-10","3:02:00","MPTO","CMP",10,10,"Martes","Copa Air","Ciudad de Panama",0,10,"noche",0
"10888","2017-10-11","3:12:00","MPTO","CMP","2017-10-11","3:09:00","MPTO","CMP",11,10,"Miercoles","Copa Air","Ciudad de Panama",0,3,"noche",0
"10889","2017-10-12","3:12:00","MPTO","CMP","2017-10-12","3:06:00","MPTO","CMP",12,10,"Jueves","Copa Air","Ciudad de Panama",0,6,"noche",0
"10890","2017-10-13","3:12:00","MPTO","CMP","2017-10-13","3:03:00","MPTO","CMP",13,10,"Viernes","Copa Air","Ciudad de Panama",0,9,"noche",0
"10891","2017-10-14","3:12:00","MPTO","CMP","2017-10-14","3:06:00","MPTO","CMP",14,10,"Sabado","Copa Air","Ciudad de Panama",0,6,"noche",0
"10892","2017-10-15","3:12:00","MPTO","CMP","2017-10-15","3:06:00","MPTO","CMP",15,10,"Domingo","Copa Air","Ciudad de Panama",0,6,"noche",0
"10893","2017-10-16","3:12:00","MPTO","CMP","2017-10-16","2:58:00","MPTO","CMP",16,10,"Lunes","Copa Air","Ciudad de Panama",0,14,"noche",0
"10894","2017-10-17","3:12:00","MPTO","CMP","2017-10-17","3:12:00","MPTO","CMP",17,10,"Martes","Copa Air","Ciudad de Panama",0,0,"noche",0
"10895","2017-10-18","3:12:00","MPTO","CMP","2017-10-18","3:02:00","MPTO","CMP",18,10,"Miercoles","Copa Air","Ciudad de Panama",0,10,"noche",0
"10896","2017-10-19","3:12:00","MPTO","CMP","2017-10-19","3:07:00","MPTO","CMP",19,10,"Jueves","Copa Air","Ciudad de Panama",0,5,"noche",0
"10897","2017-10-20","3:12:00","MPTO","CMP","2017-10-20","3:07:00","MPTO","CMP",20,10,"Viernes","Copa Air","Ciudad de Panama",0,5,"noche",0
"10898","2017-10-21","3:12:00","MPTO","CMP","2017-10-21","3:02:00","MPTO","CMP",21,10,"Sabado","Copa Air","Ciudad de Panama",0,10,"noche",0
"10899","2017-10-22","3:12:00","MPTO","CMP","2017-10-22","3:15:00","MPTO","CMP",22,10,"Domingo","Copa Air","Ciudad de Panama",0,3,"noche",0
"10900","2017-10-23","3:12:00","MPTO","CMP","2017-10-23","3:09:00","MPTO","CMP",23,10,"Lunes","Copa Air","Ciudad de Panama",0,3,"noche",0
"10901","2017-10-24","3:12:00","MPTO","CMP","2017-10-24","3:09:00","MPTO","CMP",24,10,"Martes","Copa Air","Ciudad de Panama",0,3,"noche",0
"10902","2017-10-25","3:12:00","MPTO","CMP","2017-10-25","3:02:00","MPTO","CMP",25,10,"Miercoles","Copa Air","Ciudad de Panama",0,10,"noche",0
"10903","2017-10-26","3:12:00","MPTO","CMP","2017-10-26","3:04:00","MPTO","CMP",26,10,"Jueves","Copa Air","Ciudad de Panama",0,8,"noche",0
"10904","2017-10-27","3:12:00","MPTO","CMP","2017-10-27","3:05:00","MPTO","CMP",27,10,"Viernes","Copa Air","Ciudad de Panama",0,7,"noche",0
"10905","2017-10-28","3:12:00","MPTO","CMP","2017-10-28","3:09:00","MPTO","CMP",28,10,"Sabado","Copa Air","Ciudad de Panama",0,3,"noche",0
"10906","2017-10-29","3:12:00","MPTO","CMP","2017-10-29","3:14:00","MPTO","CMP",29,10,"Domingo","Copa Air","Ciudad de Panama",0,2,"noche",0
"10907","2017-10-30","3:12:00","MPTO","CMP","2017-10-30","3:10:00","MPTO","CMP",30,10,"Lunes","Copa Air","Ciudad de Panama",0,2,"noche",0
"10908","2017-10-31","3:12:00","MPTO","CMP","2017-10-31","3:11:00","MPTO","CMP",31,10,"Martes","Copa Air","Ciudad de Panama",0,1,"noche",0
"10909","2017-10-01","1:36:00","MPTO","CMP","2017-10-01","1:52:00","MPTO","CMP",1,10,"Domingo","Copa Air","Ciudad de Panama",0,16,"noche",1
"10910","2017-10-02","1:36:00","MPTO","CMP","2017-10-02","1:52:00","MPTO","CMP",2,10,"Lunes","Copa Air","Ciudad de Panama",0,16,"noche",1
"10911","2017-10-03","1:36:00","MPTO","CMP","2017-10-03","1:33:00","MPTO","CMP",3,10,"Martes","Copa Air","Ciudad de Panama",0,3,"noche",0
"10912","2017-10-04","1:36:00","MPTO","CMP","2017-10-04","2:12:00","MPTO","CMP",4,10,"Miercoles","Copa Air","Ciudad de Panama",0,36,"noche",1
"10913","2017-10-05","1:36:00","MPTO","CMP","2017-10-05","1:52:00","MPTO","CMP",5,10,"Jueves","Copa Air","Ciudad de Panama",0,16,"noche",1
"10914","2017-10-06","1:36:00","MPTO","CMP","2017-10-06","1:36:00","MPTO","CMP",6,10,"Viernes","Copa Air","Ciudad de Panama",0,0,"noche",0
"10915","2017-10-07","1:36:00","MPTO","CMP","2017-10-07","1:31:00","MPTO","CMP",7,10,"Sabado","Copa Air","Ciudad de Panama",0,5,"noche",0
"10916","2017-10-08","1:36:00","MPTO","CMP","2017-10-08","1:48:00","MPTO","CMP",8,10,"Domingo","Copa Air","Ciudad de Panama",0,12,"noche",0
"10917","2017-10-09","1:36:00","MPTO","CMP","2017-10-09","1:36:00","MPTO","CMP",9,10,"Lunes","Copa Air","Ciudad de Panama",0,0,"noche",0
"10918","2017-10-10","1:36:00","MPTO","CMP","2017-10-10","1:22:00","MPTO","CMP",10,10,"Martes","Copa Air","Ciudad de Panama",0,14,"noche",0
"10919","2017-10-11","1:36:00","MPTO","CMP","2017-10-11","1:37:00","MPTO","CMP",11,10,"Miercoles","Copa Air","Ciudad de Panama",0,1,"noche",0
"10920","2017-10-12","1:36:00","MPTO","CMP","2017-10-12","1:57:00","MPTO","CMP",12,10,"Jueves","Copa Air","Ciudad de Panama",0,21,"noche",1
"10921","2017-10-13","1:36:00","MPTO","CMP","2017-10-13","1:34:00","MPTO","CMP",13,10,"Viernes","Copa Air","Ciudad de Panama",0,2,"noche",0
"10922","2017-10-14","1:36:00","MPTO","CMP","2017-10-14","1:35:00","MPTO","CMP",14,10,"Sabado","Copa Air","Ciudad de Panama",0,1,"noche",0
"10923","2017-10-16","1:36:00","MPTO","CMP","2017-10-16","1:36:00","MPTO","CMP",16,10,"Lunes","Copa Air","Ciudad de Panama",0,0,"noche",0
"10924","2017-10-17","1:36:00","MPTO","CMP","2017-10-17","1:29:00","MPTO","CMP",17,10,"Martes","Copa Air","Ciudad de Panama",0,7,"noche",0
"10925","2017-10-18","1:36:00","MPTO","CMP","2017-10-18","1:30:00","MPTO","CMP",18,10,"Miercoles","Copa Air","Ciudad de Panama",0,6,"noche",0
"10926","2017-10-19","1:36:00","MPTO","CMP","2017-10-19","1:35:00","MPTO","CMP",19,10,"Jueves","Copa Air","Ciudad de Panama",0,1,"noche",0
"10927","2017-10-20","1:36:00","MPTO","CMP","2017-10-20","1:32:00","MPTO","CMP",20,10,"Viernes","Copa Air","Ciudad de Panama",0,4,"noche",0
"10928","2017-10-21","1:36:00","MPTO","CMP","2017-10-21","1:37:00","MPTO","CMP",21,10,"Sabado","Copa Air","Ciudad de Panama",0,1,"noche",0
"10929","2017-10-22","1:36:00","MPTO","CMP","2017-10-22","1:36:00","MPTO","CMP",22,10,"Domingo","Copa Air","Ciudad de Panama",0,0,"noche",0
"10930","2017-10-23","1:36:00","MPTO","CMP","2017-10-23","1:42:00","MPTO","CMP",23,10,"Lunes","Copa Air","Ciudad de Panama",0,6,"noche",0
"10931","2017-10-24","1:36:00","MPTO","CMP","2017-10-24","1:35:00","MPTO","CMP",24,10,"Martes","Copa Air","Ciudad de Panama",0,1,"noche",0
"10932","2017-10-25","1:36:00","MPTO","CMP","2017-10-25","1:22:00","MPTO","CMP",25,10,"Miercoles","Copa Air","Ciudad de Panama",0,14,"noche",0
"10933","2017-10-26","1:36:00","MPTO","CMP","2017-10-26","1:29:00","MPTO","CMP",26,10,"Jueves","Copa Air","Ciudad de Panama",0,7,"noche",0
"10934","2017-10-27","1:36:00","MPTO","CMP","2017-10-27","1:40:00","MPTO","CMP",27,10,"Viernes","Copa Air","Ciudad de Panama",0,4,"noche",0
"10935","2017-10-28","1:36:00","MPTO","CMP","2017-10-28","1:39:00","MPTO","CMP",28,10,"Sabado","Copa Air","Ciudad de Panama",0,3,"noche",0
"10936","2017-10-29","1:36:00","MPTO","CMP","2017-10-29","1:43:00","MPTO","CMP",29,10,"Domingo","Copa Air","Ciudad de Panama",0,7,"noche",0
"10937","2017-10-30","1:36:00","MPTO","CMP","2017-10-30","1:28:00","MPTO","CMP",30,10,"Lunes","Copa Air","Ciudad de Panama",0,8,"noche",0
"10938","2017-10-31","1:36:00","MPTO","CMP","2017-10-31","1:40:00","MPTO","CMP",31,10,"Martes","Copa Air","Ciudad de Panama",0,4,"noche",0
"10939","2017-10-01","1:41:00","MPTO","CMP","2017-10-01","2:28:00","MPTO","CMP",1,10,"Domingo","Copa Air","Ciudad de Panama",0,47,"noche",1
"10940","2017-10-02","1:41:00","MPTO","CMP","2017-10-02","2:00:00","MPTO","CMP",2,10,"Lunes","Copa Air","Ciudad de Panama",0,19,"noche",1
"10941","2017-10-03","1:41:00","MPTO","CMP","2017-10-03","2:08:00","MPTO","CMP",3,10,"Martes","Copa Air","Ciudad de Panama",0,27,"noche",1
"10942","2017-10-04","1:41:00","MPTO","CMP","2017-10-04","1:37:00","MPTO","CMP",4,10,"Miercoles","Copa Air","Ciudad de Panama",0,4,"noche",0
"10943","2017-10-05","1:41:00","MPTO","CMP","2017-10-05","1:45:00","MPTO","CMP",5,10,"Jueves","Copa Air","Ciudad de Panama",0,4,"noche",0
"10944","2017-10-06","1:41:00","MPTO","CMP","2017-10-06","2:08:00","MPTO","CMP",6,10,"Viernes","Copa Air","Ciudad de Panama",0,27,"noche",1
"10945","2017-10-07","1:41:00","MPTO","CMP","2017-10-07","1:37:00","MPTO","CMP",7,10,"Sabado","Copa Air","Ciudad de Panama",0,4,"noche",0
"10946","2017-10-08","1:41:00","MPTO","CMP","2017-10-08","1:49:00","MPTO","CMP",8,10,"Domingo","Copa Air","Ciudad de Panama",0,8,"noche",0
"10947","2017-10-09","1:41:00","MPTO","CMP","2017-10-09","1:55:00","MPTO","CMP",9,10,"Lunes","Copa Air","Ciudad de Panama",0,14,"noche",0
"10948","2017-10-10","1:41:00","MPTO","CMP","2017-10-10","1:52:00","MPTO","CMP",10,10,"Martes","Copa Air","Ciudad de Panama",0,11,"noche",0
"10949","2017-10-11","1:41:00","MPTO","CMP","2017-10-11","1:34:00","MPTO","CMP",11,10,"Miercoles","Copa Air","Ciudad de Panama",0,7,"noche",0
"10950","2017-10-12","1:41:00","MPTO","CMP","2017-10-12","1:38:00","MPTO","CMP",12,10,"Jueves","Copa Air","Ciudad de Panama",0,3,"noche",0
"10951","2017-10-13","1:41:00","MPTO","CMP","2017-10-13","1:41:00","MPTO","CMP",13,10,"Viernes","Copa Air","Ciudad de Panama",0,0,"noche",0
"10952","2017-10-14","1:41:00","MPTO","CMP","2017-10-14","1:41:00","MPTO","CMP",14,10,"Sabado","Copa Air","Ciudad de Panama",0,0,"noche",0
"10953","2017-10-15","1:41:00","MPTO","CMP","2017-10-15","1:43:00","MPTO","CMP",15,10,"Domingo","Copa Air","Ciudad de Panama",0,2,"noche",0
"10954","2017-10-16","1:41:00","MPTO","CMP","2017-10-16","1:28:00","MPTO","CMP",16,10,"Lunes","Copa Air","Ciudad de Panama",0,13,"noche",0
"10955","2017-10-17","1:41:00","MPTO","CMP","2017-10-17","1:36:00","MPTO","CMP",17,10,"Martes","Copa Air","Ciudad de Panama",0,5,"noche",0
"10956","2017-10-18","1:41:00","MPTO","CMP","2017-10-18","1:38:00","MPTO","CMP",18,10,"Miercoles","Copa Air","Ciudad de Panama",0,3,"noche",0
"10957","2017-10-19","1:41:00","MPTO","CMP","2017-10-19","1:32:00","MPTO","CMP",19,10,"Jueves","Copa Air","Ciudad de Panama",0,9,"noche",0
"10958","2017-10-20","1:41:00","MPTO","CMP","2017-10-20","1:33:00","MPTO","CMP",20,10,"Viernes","Copa Air","Ciudad de Panama",0,8,"noche",0
"10959","2017-10-21","1:41:00","MPTO","CMP","2017-10-21","1:44:00","MPTO","CMP",21,10,"Sabado","Copa Air","Ciudad de Panama",0,3,"noche",0
"10960","2017-10-22","1:41:00","MPTO","CMP","2017-10-22","2:14:00","MPTO","CMP",22,10,"Domingo","Copa Air","Ciudad de Panama",0,33,"noche",1
"10961","2017-10-23","1:41:00","MPTO","CMP","2017-10-23","1:40:00","MPTO","CMP",23,10,"Lunes","Copa Air","Ciudad de Panama",0,1,"noche",0
"10962","2017-10-24","1:41:00","MPTO","CMP","2017-10-24","1:46:00","MPTO","CMP",24,10,"Martes","Copa Air","Ciudad de Panama",0,5,"noche",0
"10963","2017-10-25","1:41:00","MPTO","CMP","2017-10-25","2:06:00","MPTO","CMP",25,10,"Miercoles","Copa Air","Ciudad de Panama",0,25,"noche",1
"10964","2017-10-26","1:41:00","MPTO","CMP","2017-10-26","1:34:00","MPTO","CMP",26,10,"Jueves","Copa Air","Ciudad de Panama",0,7,"noche",0
"10965","2017-10-27","1:41:00","MPTO","CMP","2017-10-27","1:43:00","MPTO","CMP",27,10,"Viernes","Copa Air","Ciudad de Panama",0,2,"noche",0
"10966","2017-10-28","1:41:00","MPTO","CMP","2017-10-28","1:32:00","MPTO","CMP",28,10,"Sabado","Copa Air","Ciudad de Panama",0,9,"noche",0
"10967","2017-10-29","1:41:00","MPTO","CMP","2017-10-29","1:36:00","MPTO","CMP",29,10,"Domingo","Copa Air","Ciudad de Panama",0,5,"noche",0
"10968","2017-10-30","1:41:00","MPTO","CMP","2017-10-30","1:35:00","MPTO","CMP",30,10,"Lunes","Copa Air","Ciudad de Panama",0,6,"noche",0
"10969","2017-10-31","1:41:00","MPTO","CMP","2017-10-31","1:36:00","MPTO","CMP",31,10,"Martes","Copa Air","Ciudad de Panama",0,5,"noche",0
"10970","2017-10-01","20:40:00","KATL","DAL","2017-10-01","20:38:00","KATL","DAL",1,10,"Domingo","Delta Air","Atlanta",0,2,"noche",0
"10971","2017-10-02","20:40:00","KATL","DAL","2017-10-02","20:34:00","KATL","DAL",2,10,"Lunes","Delta Air","Atlanta",0,6,"noche",0
"10972","2017-10-03","20:40:00","KATL","DAL","2017-10-03","20:32:00","KATL","DAL",3,10,"Martes","Delta Air","Atlanta",0,8,"noche",0
"10973","2017-10-04","20:40:00","KATL","DAL","2017-10-04","21:00:00","KATL","DAL",4,10,"Miercoles","Delta Air","Atlanta",0,20,"noche",1
"10974","2017-10-05","20:40:00","KATL","DAL","2017-10-05","21:06:00","KATL","DAL",5,10,"Jueves","Delta Air","Atlanta",0,26,"noche",1
"10975","2017-10-06","20:40:00","KATL","DAL","2017-10-06","20:58:00","KATL","DAL",6,10,"Viernes","Delta Air","Atlanta",0,18,"noche",1
"10976","2017-10-07","20:40:00","KATL","DAL","2017-10-07","20:35:00","KATL","DAL",7,10,"Sabado","Delta Air","Atlanta",0,5,"noche",0
"10977","2017-10-08","20:40:00","KATL","DAL","2017-10-08","20:32:00","KATL","DAL",8,10,"Domingo","Delta Air","Atlanta",0,8,"noche",0
"10978","2017-10-09","20:40:00","KATL","DAL","2017-10-09","20:31:00","KATL","DAL",9,10,"Lunes","Delta Air","Atlanta",0,9,"noche",0
"10979","2017-10-10","20:40:00","KATL","DAL","2017-10-10","20:35:00","KATL","DAL",10,10,"Martes","Delta Air","Atlanta",0,5,"noche",0
"10980","2017-10-11","20:40:00","KATL","DAL","2017-10-11","20:46:00","KATL","DAL",11,10,"Miercoles","Delta Air","Atlanta",0,6,"noche",0
"10981","2017-10-12","20:40:00","KATL","DAL","2017-10-12","20:33:00","KATL","DAL",12,10,"Jueves","Delta Air","Atlanta",0,7,"noche",0
"10982","2017-10-14","20:40:00","KATL","DAL","2017-10-14","20:49:00","KATL","DAL",14,10,"Sabado","Delta Air","Atlanta",0,9,"noche",0
"10983","2017-10-15","20:40:00","KATL","DAL","2017-10-15","20:34:00","KATL","DAL",15,10,"Domingo","Delta Air","Atlanta",0,6,"noche",0
"10984","2017-10-16","20:40:00","KATL","DAL","2017-10-16","20:33:00","KATL","DAL",16,10,"Lunes","Delta Air","Atlanta",0,7,"noche",0
"10985","2017-10-17","20:40:00","KATL","DAL","2017-10-17","20:34:00","KATL","DAL",17,10,"Martes","Delta Air","Atlanta",0,6,"noche",0
"10986","2017-10-18","20:40:00","KATL","DAL","2017-10-18","20:36:00","KATL","DAL",18,10,"Miercoles","Delta Air","Atlanta",0,4,"noche",0
"10987","2017-10-19","20:40:00","KATL","DAL","2017-10-19","20:37:00","KATL","DAL",19,10,"Jueves","Delta Air","Atlanta",0,3,"noche",0
"10988","2017-10-20","20:40:00","KATL","DAL","2017-10-20","20:37:00","KATL","DAL",20,10,"Viernes","Delta Air","Atlanta",0,3,"noche",0
"10989","2017-10-21","20:40:00","KATL","DAL","2017-10-21","20:40:00","KATL","DAL",21,10,"Sabado","Delta Air","Atlanta",0,0,"noche",0
"10990","2017-10-22","20:40:00","KATL","DAL","2017-10-22","20:38:00","KATL","DAL",22,10,"Domingo","Delta Air","Atlanta",0,2,"noche",0
"10991","2017-10-23","20:40:00","KATL","DAL","2017-10-23","20:40:00","KATL","DAL",23,10,"Lunes","Delta Air","Atlanta",0,0,"noche",0
"10992","2017-10-24","20:40:00","KATL","DAL","2017-10-24","20:33:00","KATL","DAL",24,10,"Martes","Delta Air","Atlanta",0,7,"noche",0
"10993","2017-10-25","20:40:00","KATL","DAL","2017-10-25","20:43:00","KATL","DAL",25,10,"Miercoles","Delta Air","Atlanta",0,3,"noche",0
"10994","2017-10-26","20:40:00","KATL","DAL","2017-10-26","20:27:00","KATL","DAL",26,10,"Jueves","Delta Air","Atlanta",0,13,"noche",0
"10995","2017-10-27","20:40:00","KATL","DAL","2017-10-27","20:39:00","KATL","DAL",27,10,"Viernes","Delta Air","Atlanta",0,1,"noche",0
"10996","2017-10-28","20:40:00","KATL","DAL","2017-10-28","20:36:00","KATL","DAL",28,10,"Sabado","Delta Air","Atlanta",0,4,"noche",0
"10997","2017-10-29","20:50:00","KATL","DAL","2017-10-29","20:42:00","KATL","DAL",29,10,"Domingo","Delta Air","Atlanta",0,8,"noche",0
"10998","2017-10-30","20:50:00","KATL","DAL","2017-10-30","20:46:00","KATL","DAL",30,10,"Lunes","Delta Air","Atlanta",0,4,"noche",0
"10999","2017-10-31","20:50:00","KATL","DAL","2017-10-31","20:43:00","KATL","DAL",31,10,"Martes","Delta Air","Atlanta",0,7,"noche",0
"11000","2017-10-01","7:00:00","SBGR","GLO","2017-10-01","7:06:00","SBGR","GLO",1,10,"Domingo","Gol Trans","Sao Paulo",0,6,"mañana",0
"11001","2017-10-02","7:10:00","SBGR","GLO","2017-10-02","7:07:00","SBGR","GLO",2,10,"Lunes","Gol Trans","Sao Paulo",0,3,"mañana",0
"11002","2017-10-03","7:10:00","SBGR","GLO","2017-10-03","6:56:00","SBGR","GLO",3,10,"Martes","Gol Trans","Sao Paulo",0,14,"mañana",0
"11003","2017-10-04","7:10:00","SBGR","GLO","2017-10-04","7:14:00","SBGR","GLO",4,10,"Miercoles","Gol Trans","Sao Paulo",0,4,"mañana",0
"11004","2017-10-05","7:10:00","SBGR","GLO","2017-10-05","7:14:00","SBGR","GLO",5,10,"Jueves","Gol Trans","Sao Paulo",0,4,"mañana",0
"11005","2017-10-08","7:10:00","SBGR","GLO","2017-10-08","7:04:00","SBGR","GLO",8,10,"Domingo","Gol Trans","Sao Paulo",0,6,"mañana",0
"11006","2017-10-09","7:10:00","SBGR","GLO","2017-10-09","6:56:00","SBGR","GLO",9,10,"Lunes","Gol Trans","Sao Paulo",0,14,"mañana",0
"11007","2017-10-11","7:10:00","SBGR","GLO","2017-10-11","6:58:00","SBGR","GLO",11,10,"Miercoles","Gol Trans","Sao Paulo",0,12,"mañana",0
"11008","2017-10-12","7:10:00","SBGR","GLO","2017-10-12","6:59:00","SBGR","GLO",12,10,"Jueves","Gol Trans","Sao Paulo",0,11,"mañana",0
"11009","2017-10-14","7:10:00","SBGR","GLO","2017-10-14","7:02:00","SBGR","GLO",14,10,"Sabado","Gol Trans","Sao Paulo",0,8,"mañana",0
"11010","2017-10-15","6:10:00","SBGR","GLO","2017-10-15","6:00:00","SBGR","GLO",15,10,"Domingo","Gol Trans","Sao Paulo",0,10,"mañana",0
"11011","2017-10-16","6:10:00","SBGR","GLO","2017-10-16","6:00:00","SBGR","GLO",16,10,"Lunes","Gol Trans","Sao Paulo",0,10,"mañana",0
"11012","2017-10-18","6:10:00","SBGR","GLO","2017-10-18","5:59:00","SBGR","GLO",18,10,"Miercoles","Gol Trans","Sao Paulo",0,11,"mañana",0
"11013","2017-10-20","6:10:00","SBGR","GLO","2017-10-20","6:14:00","SBGR","GLO",20,10,"Viernes","Gol Trans","Sao Paulo",0,4,"mañana",0
"11014","2017-10-21","6:10:00","SBGR","GLO","2017-10-21","6:01:00","SBGR","GLO",21,10,"Sabado","Gol Trans","Sao Paulo",0,9,"mañana",0
"11015","2017-10-22","6:10:00","SBGR","GLO","2017-10-22","6:00:00","SBGR","GLO",22,10,"Domingo","Gol Trans","Sao Paulo",0,10,"mañana",0
"11016","2017-10-26","6:10:00","SBGR","GLO","2017-10-26","6:04:00","SBGR","GLO",26,10,"Jueves","Gol Trans","Sao Paulo",0,6,"mañana",0
"11017","2017-10-27","6:10:00","SBGR","GLO","2017-10-27","6:00:00","SBGR","GLO",27,10,"Viernes","Gol Trans","Sao Paulo",0,10,"mañana",0
"11018","2017-10-29","6:10:00","SBGR","GLO","2017-10-29","6:05:00","SBGR","GLO",29,10,"Domingo","Gol Trans","Sao Paulo",0,5,"mañana",0
"11019","2017-10-30","6:10:00","SBGR","GLO","2017-10-30","6:03:00","SBGR","GLO",30,10,"Lunes","Gol Trans","Sao Paulo",0,7,"mañana",0
"11020","2017-10-01","15:30:00","SBGR","GLO","2017-10-01","16:05:00","SBGR","GLO",1,10,"Domingo","Gol Trans","Sao Paulo",0,35,"tarde",1
"11021","2017-10-02","15:20:00","SBGR","GLO","2017-10-02","16:08:00","SBGR","GLO",2,10,"Lunes","Gol Trans","Sao Paulo",0,48,"tarde",1
"11022","2017-10-03","15:20:00","SBGR","GLO","2017-10-03","15:44:00","SBGR","GLO",3,10,"Martes","Gol Trans","Sao Paulo",0,24,"tarde",1
"11023","2017-10-04","15:20:00","SBGR","GLO","2017-10-04","16:31:00","SBGR","GLO",4,10,"Miercoles","Gol Trans","Sao Paulo",0,71,"tarde",1
"11024","2017-10-05","15:20:00","SBGR","GLO","2017-10-05","16:26:00","SBGR","GLO",5,10,"Jueves","Gol Trans","Sao Paulo",0,66,"tarde",1
"11025","2017-10-06","15:20:00","SBGR","GLO","2017-10-06","15:57:00","SBGR","GLO",6,10,"Viernes","Gol Trans","Sao Paulo",0,37,"tarde",1
"11026","2017-10-07","15:20:00","SBGR","GLO","2017-10-07","15:44:00","SBGR","GLO",7,10,"Sabado","Gol Trans","Sao Paulo",0,24,"tarde",1
"11027","2017-10-08","15:20:00","SBGR","GLO","2017-10-08","15:54:00","SBGR","GLO",8,10,"Domingo","Gol Trans","Sao Paulo",0,34,"tarde",1
"11028","2017-10-09","15:20:00","SBGR","GLO","2017-10-09","16:17:00","SBGR","GLO",9,10,"Lunes","Gol Trans","Sao Paulo",0,57,"tarde",1
"11029","2017-10-10","15:20:00","SBGR","GLO","2017-10-10","15:48:00","SBGR","GLO",10,10,"Martes","Gol Trans","Sao Paulo",0,28,"tarde",1
"11030","2017-10-11","15:20:00","SBGR","GLO","2017-10-11","15:41:00","SBGR","GLO",11,10,"Miercoles","Gol Trans","Sao Paulo",0,21,"tarde",1
"11031","2017-10-12","15:20:00","SBGR","GLO","2017-10-12","15:39:00","SBGR","GLO",12,10,"Jueves","Gol Trans","Sao Paulo",0,19,"tarde",1
"11032","2017-10-13","15:20:00","SBGR","GLO","2017-10-13","15:33:00","SBGR","GLO",13,10,"Viernes","Gol Trans","Sao Paulo",0,13,"tarde",0
"11033","2017-10-14","15:20:00","SBGR","GLO","2017-10-14","16:00:00","SBGR","GLO",14,10,"Sabado","Gol Trans","Sao Paulo",0,40,"tarde",1
"11034","2017-10-15","14:20:00","SBGR","GLO","2017-10-15","15:23:00","SBGR","GLO",15,10,"Domingo","Gol Trans","Sao Paulo",0,63,"tarde",1
"11035","2017-10-16","14:20:00","SBGR","GLO","2017-10-16","14:47:00","SBGR","GLO",16,10,"Lunes","Gol Trans","Sao Paulo",0,27,"tarde",1
"11036","2017-10-17","14:20:00","SBGR","GLO","2017-10-17","14:40:00","SBGR","GLO",17,10,"Martes","Gol Trans","Sao Paulo",0,20,"tarde",1
"11037","2017-10-18","14:20:00","SBGR","GLO","2017-10-18","15:06:00","SBGR","GLO",18,10,"Miercoles","Gol Trans","Sao Paulo",0,46,"tarde",1
"11038","2017-10-19","14:20:00","SBGR","GLO","2017-10-19","14:31:00","SBGR","GLO",19,10,"Jueves","Gol Trans","Sao Paulo",0,11,"tarde",0
"11039","2017-10-20","14:20:00","SBGR","GLO","2017-10-20","14:14:00","SBGR","GLO",20,10,"Viernes","Gol Trans","Sao Paulo",0,6,"tarde",0
"11040","2017-10-21","14:20:00","SBGR","GLO","2017-10-21","14:35:00","SBGR","GLO",21,10,"Sabado","Gol Trans","Sao Paulo",0,15,"tarde",1
"11041","2017-10-22","14:20:00","SBGR","GLO","2017-10-22","14:18:00","SBGR","GLO",22,10,"Domingo","Gol Trans","Sao Paulo",0,2,"tarde",0
"11042","2017-10-23","14:20:00","SBGR","GLO","2017-10-23","14:16:00","SBGR","GLO",23,10,"Lunes","Gol Trans","Sao Paulo",0,4,"tarde",0
"11043","2017-10-24","14:20:00","SBGR","GLO","2017-10-24","14:46:00","SBGR","GLO",24,10,"Martes","Gol Trans","Sao Paulo",0,26,"tarde",1
"11044","2017-10-25","14:20:00","SBGR","GLO","2017-10-25","14:18:00","SBGR","GLO",25,10,"Miercoles","Gol Trans","Sao Paulo",0,2,"tarde",0
"11045","2017-10-26","14:20:00","SBGR","GLO","2017-10-26","14:50:00","SBGR","GLO",26,10,"Jueves","Gol Trans","Sao Paulo",0,30,"tarde",1
"11046","2017-10-27","14:20:00","SBGR","GLO","2017-10-27","14:28:00","SBGR","GLO",27,10,"Viernes","Gol Trans","Sao Paulo",0,8,"tarde",0
"11047","2017-10-28","14:20:00","SBGR","GLO","2017-10-28","14:59:00","SBGR","GLO",28,10,"Sabado","Gol Trans","Sao Paulo",0,39,"tarde",1
"11048","2017-10-29","14:20:00","SBGR","GLO","2017-10-29","14:16:00","SBGR","GLO",29,10,"Domingo","Gol Trans","Sao Paulo",0,4,"tarde",0
"11049","2017-10-30","14:20:00","SBGR","GLO","2017-10-30","14:27:00","SBGR","GLO",30,10,"Lunes","Gol Trans","Sao Paulo",0,7,"tarde",0
